"x","y","first_image","second_image","rad"
27,384,"Scene50_CON.png","Scene50_SEM.png",43.5
78,384,"Scene50_CON.png","Scene50_SEM.png",43.5
78,333,"Scene50_CON.png","Scene50_SEM.png",43.5
129,333,"Scene50_CON.png","Scene50_SEM.png",43.5
180,333,"Scene50_CON.png","Scene50_SEM.png",43.5
180,384,"Scene50_CON.png","Scene50_SEM.png",43.5
129,384,"Scene50_CON.png","Scene50_SEM.png",43.5
78,435,"Scene50_CON.png","Scene50_SEM.png",43.5
129,435,"Scene50_CON.png","Scene50_SEM.png",43.5
180,435,"Scene50_CON.png","Scene50_SEM.png",43.5
180,486,"Scene50_CON.png","Scene50_SEM.png",43.5
180,537,"Scene50_CON.png","Scene50_SEM.png",43.5
180,588,"Scene50_CON.png","Scene50_SEM.png",43.5
129,537,"Scene50_CON.png","Scene50_SEM.png",43.5
129,486,"Scene50_CON.png","Scene50_SEM.png",43.5
78,486,"Scene50_CON.png","Scene50_SEM.png",43.5
78,537,"Scene50_CON.png","Scene50_SEM.png",43.5
78,588,"Scene50_CON.png","Scene50_SEM.png",43.5
537,384,"Scene51_CON.png","Scene51_SEM.png",43.5
588,384,"Scene51_CON.png","Scene51_SEM.png",43.5
588,333,"Scene51_CON.png","Scene51_SEM.png",43.5
537,333,"Scene51_CON.png","Scene51_SEM.png",43.5
537,282,"Scene51_CON.png","Scene51_SEM.png",43.5
588,282,"Scene51_CON.png","Scene51_SEM.png",43.5
384,537,"Scene52_CON.png","Scene52_SEM.png",43.5
333,588,"Scene52_CON.png","Scene52_SEM.png",43.5
384,588,"Scene52_CON.png","Scene52_SEM.png",43.5
333,639,"Scene52_CON.png","Scene52_SEM.png",43.5
384,639,"Scene52_CON.png","Scene52_SEM.png",43.5
333,690,"Scene52_CON.png","Scene52_SEM.png",43.5
384,690,"Scene52_CON.png","Scene52_SEM.png",43.5
333,741,"Scene52_CON.png","Scene52_SEM.png",43.5
231,435,"Scene53_CON.png","Scene53_SEM.png",43.5
231,486,"Scene53_CON.png","Scene53_SEM.png",43.5
282,537,"Scene53_CON.png","Scene53_SEM.png",43.5
282,486,"Scene53_CON.png","Scene53_SEM.png",43.5
333,588,"Scene53_CON.png","Scene53_SEM.png",43.5
282,639,"Scene53_CON.png","Scene53_SEM.png",43.5
282,588,"Scene53_CON.png","Scene53_SEM.png",43.5
231,690,"Scene53_CON.png","Scene53_SEM.png",43.5
231,639,"Scene53_CON.png","Scene53_SEM.png",43.5
231,588,"Scene53_CON.png","Scene53_SEM.png",43.5
231,537,"Scene53_CON.png","Scene53_SEM.png",43.5
180,537,"Scene53_CON.png","Scene53_SEM.png",43.5
180,588,"Scene53_CON.png","Scene53_SEM.png",43.5
180,639,"Scene53_CON.png","Scene53_SEM.png",43.5
180,690,"Scene53_CON.png","Scene53_SEM.png",43.5
180,435,"Scene53_CON.png","Scene53_SEM.png",43.5
537,129,"Scene54_CON.png","Scene54_SEM.png",43.5
537,180,"Scene54_CON.png","Scene54_SEM.png",43.5
486,231,"Scene54_CON.png","Scene54_SEM.png",43.5
537,231,"Scene54_CON.png","Scene54_SEM.png",43.5
588,231,"Scene54_CON.png","Scene54_SEM.png",43.5
588,282,"Scene54_CON.png","Scene54_SEM.png",43.5
537,282,"Scene54_CON.png","Scene54_SEM.png",43.5
486,282,"Scene54_CON.png","Scene54_SEM.png",43.5
486,333,"Scene54_CON.png","Scene54_SEM.png",43.5
537,333,"Scene54_CON.png","Scene54_SEM.png",43.5
588,333,"Scene54_CON.png","Scene54_SEM.png",43.5
588,537,"Scene55_CON.png","Scene55_SEM.png",43.5
639,537,"Scene55_CON.png","Scene55_SEM.png",43.5
690,537,"Scene55_CON.png","Scene55_SEM.png",43.5
690,486,"Scene55_CON.png","Scene55_SEM.png",43.5
741,435,"Scene55_CON.png","Scene55_SEM.png",43.5
690,435,"Scene55_CON.png","Scene55_SEM.png",43.5
639,435,"Scene55_CON.png","Scene55_SEM.png",43.5
588,486,"Scene55_CON.png","Scene55_SEM.png",43.5
639,486,"Scene55_CON.png","Scene55_SEM.png",43.5
231,537,"Scene56_CON.png","Scene56_SEM.png",43.5
282,537,"Scene56_CON.png","Scene56_SEM.png",43.5
333,537,"Scene56_CON.png","Scene56_SEM.png",43.5
384,537,"Scene56_CON.png","Scene56_SEM.png",43.5
435,537,"Scene56_CON.png","Scene56_SEM.png",43.5
486,537,"Scene56_CON.png","Scene56_SEM.png",43.5
486,486,"Scene56_CON.png","Scene56_SEM.png",43.5
486,435,"Scene56_CON.png","Scene56_SEM.png",43.5
486,384,"Scene56_CON.png","Scene56_SEM.png",43.5
486,333,"Scene56_CON.png","Scene56_SEM.png",43.5
435,333,"Scene56_CON.png","Scene56_SEM.png",43.5
384,333,"Scene56_CON.png","Scene56_SEM.png",43.5
333,333,"Scene56_CON.png","Scene56_SEM.png",43.5
282,333,"Scene56_CON.png","Scene56_SEM.png",43.5
282,384,"Scene56_CON.png","Scene56_SEM.png",43.5
282,435,"Scene56_CON.png","Scene56_SEM.png",43.5
231,486,"Scene56_CON.png","Scene56_SEM.png",43.5
282,486,"Scene56_CON.png","Scene56_SEM.png",43.5
333,486,"Scene56_CON.png","Scene56_SEM.png",43.5
384,486,"Scene56_CON.png","Scene56_SEM.png",43.5
435,486,"Scene56_CON.png","Scene56_SEM.png",43.5
435,435,"Scene56_CON.png","Scene56_SEM.png",43.5
384,435,"Scene56_CON.png","Scene56_SEM.png",43.5
333,435,"Scene56_CON.png","Scene56_SEM.png",43.5
333,384,"Scene56_CON.png","Scene56_SEM.png",43.5
384,384,"Scene56_CON.png","Scene56_SEM.png",43.5
435,384,"Scene56_CON.png","Scene56_SEM.png",43.5
639,486,"Scene57_CON.png","Scene57_SEM.png",43.5
690,486,"Scene57_CON.png","Scene57_SEM.png",43.5
741,486,"Scene57_CON.png","Scene57_SEM.png",43.5
792,486,"Scene57_CON.png","Scene57_SEM.png",43.5
843,537,"Scene57_CON.png","Scene57_SEM.png",43.5
741,435,"Scene57_CON.png","Scene57_SEM.png",43.5
690,435,"Scene57_CON.png","Scene57_SEM.png",43.5
333,486,"Scene58_CON.png","Scene58_SEM.png",43.5
384,486,"Scene58_CON.png","Scene58_SEM.png",43.5
435,486,"Scene58_CON.png","Scene58_SEM.png",43.5
486,435,"Scene58_CON.png","Scene58_SEM.png",43.5
537,435,"Scene58_CON.png","Scene58_SEM.png",43.5
588,486,"Scene58_CON.png","Scene58_SEM.png",43.5
639,486,"Scene58_CON.png","Scene58_SEM.png",43.5
537,486,"Scene58_CON.png","Scene58_SEM.png",43.5
486,486,"Scene58_CON.png","Scene58_SEM.png",43.5
384,537,"Scene58_CON.png","Scene58_SEM.png",43.5
588,486,"Scene59_CON.png","Scene59_SEM.png",43.5
639,435,"Scene59_CON.png","Scene59_SEM.png",43.5
639,486,"Scene59_CON.png","Scene59_SEM.png",43.5
690,486,"Scene59_CON.png","Scene59_SEM.png",43.5
741,486,"Scene59_CON.png","Scene59_SEM.png",43.5
792,537,"Scene59_CON.png","Scene59_SEM.png",43.5
792,486,"Scene59_CON.png","Scene59_SEM.png",43.5
843,537,"Scene59_CON.png","Scene59_SEM.png",43.5
894,537,"Scene59_CON.png","Scene59_SEM.png",43.5
945,588,"Scene59_CON.png","Scene59_SEM.png",43.5
996,537,"Scene59_CON.png","Scene59_SEM.png",43.5
945,537,"Scene59_CON.png","Scene59_SEM.png",43.5
996,588,"Scene59_CON.png","Scene59_SEM.png",43.5
27,690,"Scene60_CON.png","Scene60_SEM.png",43.5
27,639,"Scene60_CON.png","Scene60_SEM.png",43.5
78,639,"Scene60_CON.png","Scene60_SEM.png",43.5
129,690,"Scene60_CON.png","Scene60_SEM.png",43.5
78,690,"Scene60_CON.png","Scene60_SEM.png",43.5
129,639,"Scene60_CON.png","Scene60_SEM.png",43.5
180,639,"Scene60_CON.png","Scene60_SEM.png",43.5
180,690,"Scene60_CON.png","Scene60_SEM.png",43.5
231,690,"Scene60_CON.png","Scene60_SEM.png",43.5
231,639,"Scene60_CON.png","Scene60_SEM.png",43.5
282,639,"Scene60_CON.png","Scene60_SEM.png",43.5
282,690,"Scene60_CON.png","Scene60_SEM.png",43.5
333,639,"Scene60_CON.png","Scene60_SEM.png",43.5
384,639,"Scene60_CON.png","Scene60_SEM.png",43.5
435,639,"Scene60_CON.png","Scene60_SEM.png",43.5
486,639,"Scene60_CON.png","Scene60_SEM.png",43.5
537,690,"Scene60_CON.png","Scene60_SEM.png",43.5
792,588,"Scene61_CON.png","Scene61_SEM.png",43.5
843,639,"Scene61_CON.png","Scene61_SEM.png",43.5
843,588,"Scene61_CON.png","Scene61_SEM.png",43.5
894,588,"Scene61_CON.png","Scene61_SEM.png",43.5
792,639,"Scene61_CON.png","Scene61_SEM.png",43.5
78,741,"Scene62_CON.png","Scene62_SEM.png",43.5
78,690,"Scene62_CON.png","Scene62_SEM.png",43.5
129,690,"Scene62_CON.png","Scene62_SEM.png",43.5
180,639,"Scene62_CON.png","Scene62_SEM.png",43.5
231,639,"Scene62_CON.png","Scene62_SEM.png",43.5
231,690,"Scene62_CON.png","Scene62_SEM.png",43.5
282,690,"Scene62_CON.png","Scene62_SEM.png",43.5
180,690,"Scene62_CON.png","Scene62_SEM.png",43.5
180,741,"Scene62_CON.png","Scene62_SEM.png",43.5
129,741,"Scene62_CON.png","Scene62_SEM.png",43.5
129,639,"Scene62_CON.png","Scene62_SEM.png",43.5
