"rt","PosX","PosY","hit","trial_dur","trialStart","changeOnset","key_time","first_image","second_image","image_duration","mask_duration","change_onset_alt","trial_index","sbj_id","cond"
2935.399999976158,929.792,251.904,true,4669.200000047684,1758084.2999999523,1758407.3999999762,1761342.7999999523,"example_a.jpg","example_b.jpg",240,80,1,5,"101021",1
749.4000000953674,753.664,350.208,false,2580.9000000953674,1767547.5999999046,1768196.0999999046,1768945.5,"Scene23_CON.png","Scene23_SEM.png",240,80,2,9,"101021",1
6616.800000071526,176.128,518.144,true,9022.299999952316,1773495.3999999762,1774797.5999999046,1781414.3999999762,"Scene37_CON.png","Scene37_SEM.png",240,80,4,12,"101021",1
822.8000000715256,282.624,303.104,true,2106.6999999284744,1785409.3999999762,1785736.5999999046,1786559.3999999762,"Scene10_CON.png","Scene10_SEM.png",240,80,1,15,"101021",1
962.7999999523163,296.96,610.304,true,3083.100000023842,1790525.7999999523,1791832.3999999762,1792795.1999999285,"Scene39_CON.png","Scene39_SEM.png",240,80,4,18,"101021",1
5693.700000047684,806.912,360.448,true,6977.900000095367,1796453.5999999046,1796779.6999999285,1802473.3999999762,"Scene1_CON.png","Scene1_SEM.png",240,80,1,21,"101021",1
2911.100000023842,823.296,421.888,true,5115.600000023842,1806272.3999999762,1807566.5999999046,1810477.6999999285,"Scene47_CON.png","Scene47_SEM.png",240,80,4,24,"101021",1
655.2999999523163,550.912,446.464,true,1767.1000000238419,1814095.2999999523,1814420,1815075.2999999523,"Scene8_CON.png","Scene8_SEM.png",240,80,1,27,"101021",1
2564.7999999523163,595.968,595.968,true,4282.699999928474,1818528,1819182.7999999523,1821747.5999999046,"Scene19_CON.png","Scene19_SEM.png",240,80,2,30,"101021",1
942.0999999046326,79.872,253.952,true,2958.600000023842,1825632.2999999523,1826612,1827554.0999999046,"Scene30_CON.png","Scene30_SEM.png",240,80,3,33,"101021",1
3092.7000000476837,813.056,600.064,true,5688.100000023842,1831424.6999999285,1833054.5999999046,1836147.2999999523,"Scene61_CON.png","Scene61_SEM.png",240,80,5,36,"101021",1
2963.2999999523163,321.536,538.624,true,5080.799999952316,1840182.5,1841487.5,1844450.7999999523,"Scene49_CON.png","Scene49_SEM.png",240,80,4,39,"101021",1
2887.100000023842,722.944,507.904,true,5172,1848102.5999999046,1849731.5999999046,1852618.6999999285,"Scene59_CON.png","Scene59_SEM.png",240,80,5,42,"101021",1
464.90000009536743,770.048,372.736,true,2373.5,1856666.7999999523,1857966.5999999046,1858431.5,"Scene46_CON.png","Scene46_SEM.png",240,80,4,45,"101021",1
1710.5999999046326,317.44,421.888,true,3209.100000023842,1881072.2999999523,1881724.5,1883435.0999999046,"Scene18_CON.png","Scene18_SEM.png",240,80,2,48,"101021",1
1214.8999999761581,163.84,372.736,true,2459.7999999523163,1887221.3999999762,1887546,1888760.8999999762,"Scene5_CON.png","Scene5_SEM.png",240,80,1,51,"101021",1
1401.8999999761581,358.4,342.016,true,2836.899999976158,1892570.8999999762,1893228.1999999285,1894630.0999999046,"Scene14_CON.png","Scene14_SEM.png",240,80,2,54,"101021",1
550.3000000715256,245.76,286.72,true,2344,1898290.0999999046,1899262.1999999285,1899812.5,"Scene32_CON.png","Scene32_SEM.png",240,80,3,57,"101021",1
2901.4000000953674,933.888,489.472,true,4236.200000047684,1903386.1999999285,1903714.0999999046,1906615.5,"Scene2_CON.png","Scene2_SEM.png",240,80,1,60,"101021",1
2253.600000023842,811.008,389.12,true,3355.2000000476837,1910575.5999999046,1910905.2999999523,1913158.8999999762,"Scene7_CON.png","Scene7_SEM.png",240,80,1,63,"101021",1
1262.5999999046326,425.984,624.64,true,3446.9000000953674,1916933.5999999046,1918240,1919502.5999999046,"Scene43_CON.png","Scene43_SEM.png",240,80,4,66,"101021",1
1805.5,212.992,555.008,true,4192.5,1923328.3999999762,1924953.3999999762,1926758.8999999762,"Scene53_CON.png","Scene53_SEM.png",240,80,5,69,"101021",1
671.7000000476837,323.584,417.792,true,3019.399999976158,1932100.2999999523,1933731.5999999046,1934403.2999999523,"Scene56_CON.png","Scene56_SEM.png",240,80,5,72,"101021",1
763.4000000953674,587.776,270.336,true,2672,1938048.3999999762,1939022.5999999046,1939786,"Scene31_CON.png","Scene31_SEM.png",240,80,3,75,"101021",1
1710,933.888,276.48,true,3658.2999999523163,1943546.3999999762,1944518.1999999285,1946228.1999999285,"Scene25_CON.png","Scene25_SEM.png",240,80,3,78,"101021",1
1245.8999999761581,475.136,55.296,true,2469.2000000476837,1950272.2999999523,1950600.8999999762,1951846.7999999523,"Scene4_CON.png","Scene4_SEM.png",240,80,1,81,"101021",1
4921.799999952316,364.544,679.936,true,6121.600000023842,1955608.8999999762,1955935.7999999523,1960857.5999999046,"Scene11_CON.png","Scene11_SEM.png",240,80,1,84,"101021",1
554,882.688,247.808,true,2593.399999976158,1964699,1965675.6999999285,1966229.6999999285,"Scene26_CON.png","Scene26_SEM.png",240,80,3,87,"101021",1
1137.1000000238419,43.008,382.976,true,3116.399999976158,1971690.7999999523,1972665.2999999523,1973802.3999999762,"Scene35_CON.png","Scene35_SEM.png",240,80,3,90,"101021",1
1280.6999999284744,690.176,276.48,true,3053.399999976158,1977477.2999999523,1978131.8999999762,1979412.5999999046,"Scene15_CON.png","Scene15_SEM.png",240,80,2,93,"101021",1
933.8000000715256,563.2,491.52,true,3174.2999999523163,1983434.7999999523,1984739.5999999046,1985673.3999999762,"Scene48_CON.png","Scene48_SEM.png",240,80,4,96,"101021",1
